"","L2x2","X1_mean","X2_mean","X3_mean","X4_mean"
"431","L-8-25",3.56666666666667,3.58888888888889,4.43333333333333,4.48888888888889
"432","L-8-3",4.34583333333333,4.3625,4.39444444444444,3.24166666666666
"433","L-8-4",3.2625,3.73888888888889,2.81666666666667,3.65
"434","L-8-5",3.18333333333333,4.375,3.80833333333333,3.22083333333333
"435","L-8-6",3.99583333333333,4.5875,3.8625,3.67777777777778
"436","L-8-7",3.17916666666667,3.75833333333333,4.37222222222222,4.44444444444444
"437","L-8-8",4.0125,3.28333333333333,4.475,3.20833333333333
"438","L-8-9",3.175,3.19166666666667,4.4,3.8375
"439","L-9-1",4.23333333333333,5.33333333333333,4.32222222222222,2
"440","L-9-10",4.39444444444444,4.4,4.31111111111111,5.52777777777778
"441","L-9-11",5.35416666666667,4.50833333333333,5.34583333333333,4.50833333333333
"442","L-9-12",5.63333333333333,5.57083333333333,4.32777777777778,5.45
"443","L-9-13",5.34583333333333,5.33333333333333,4.50833333333333,5.35
"444","L-9-14",5.57916666666666,5.525,4.31666666666667,4.26666666666667
"445","L-9-15",5.35833333333333,5.3625,5.40555555555556,3.675
"446","L-9-16",4.7375,4.70416666666667,5.55416666666667,4.5875
"447","L-9-17",5.35,5.39166666666667,5.45,5.525
"448","L-9-18",4.74166666666667,3.8,3.73333333333334,3.15
"449","L-9-19",5.33333333333333,5.33333333333333,5.34444444444444,5.35
"450","L-9-2",4.77083333333333,4.73333333333334,4.625,5.475
"451","L-9-20",5.62916666666667,5.55833333333333,4.31111111111111,2
"452","L-9-21",5.35,5.3625,5.40833333333333,5.5
"453","L-9-22",5.5875,4.6125,5.24444444444444,5.39166666666667
"454","L-9-23",5.34166666666667,4.50416666666666,5.39583333333333,3.77916666666667
"455","L-9-24",5.69583333333333,3.80416666666667,4.67916666666667,4.59583333333333
"456","L-9-25",5.375,5.375,5.35,5.35
"457","L-9-3",3.67083333333333,5.34166666666667,5.4,5.37222222222222
"458","L-9-4",5.62083333333334,3.7625,5.5,5.4
"459","L-9-5",5.3375,5.36666666666667,5.42222222222222,5.51666666666667
"460","L-9-6",5.68888888888889,4.37777777777778,3.13888888888889,5.45
"461","L-9-7",5.34166666666667,5.3375,5.33888888888889,5.33333333333333
"462","L-9-8",5.66666666666667,4.6875,4.575,5.43888888888889
"463","L-9-9",5.35416666666667,5.41666666666667,5.45833333333333,NA
