"","location","Year","method","recording_date","transcriber","n"
"7128","BG-7-40",2016,"3m 1SPM","2016-06-24","Laurel McDonald",1
"7129","BG-7-40",2016,"3m 1SPM","2016-06-24","Nicole Boucher",1
"7130","BG-7-41",2016,"3m 1SPM","2016-06-26","Nicole Boucher",1
"7131","BG-7-41",2016,"3m 1SPM","2016-06-28","Tyne Baker",1
"7132","BG-7-41",2016,"3m 1SPM","2016-06-29","Nicole Boucher",1
"7133","BG-7-41",2016,"3m 1SPM","2016-06-29","Tyne Baker",1
"7134","BG-7-41",2016,"3m 1SPM","2016-07-01","Laurel McDonald",1
"7135","BG-7-41",2016,"3m 1SPM","2016-07-02","Laurel McDonald",1
"7136","BG-7-41",2016,"3m 1SPM","2016-07-05","Colin Macfarlane",1
"7137","BG-7-42",2016,"3m 1SPM","2016-06-26","Colin Macfarlane",1
"7138","BG-7-42",2016,"3m 1SPM","2016-06-29","Connor Charchuk",1
"7139","BG-7-42",2016,"3m 1SPM","2016-06-29","Tyne Baker",1
"7140","BG-7-42",2016,"3m 1SPM","2016-06-30","Natasha Annich",1
"7141","BG-7-42",2016,"3m 1SPM","2016-07-02","Nicole Boucher",1
"7142","BG-7-42",2016,"3m 1SPM","2016-07-05","Tyne Baker",1
"7143","BG-7-43",2016,"3m 1SPM","2016-05-20","Erik Hedlin",1
"7144","BG-7-43",2016,"3m 1SPM","2016-05-23","Tyne Baker",1
"7145","BG-7-43",2016,"3m 1SPM","2016-06-01","Tyne Baker",1
"7146","BG-7-43",2016,"3m 1SPM","2016-06-15","Nicole Boucher",1
"7147","BG-7-44",2016,"3m 1SPM","2016-05-21","Connor Charchuk",1
"7148","BG-7-44",2016,"3m 1SPM","2016-05-29","Tyne Baker",1
"7149","BG-7-44",2016,"3m 1SPM","2016-06-01","Nicole Boucher",1
"7150","BG-7-44",2016,"3m 1SPM","2016-06-05","Nicole Boucher",1
"7151","BG-7-44",2016,"3m 1SPM","2016-06-06","Laurel McDonald",1
"7152","BG-7-44",2016,"3m 1SPM","2016-06-07","Nicole Boucher",1
"7153","BG-7-44",2016,"3m 1SPM","2016-06-20","Kevan Cowcill",1
"7154","BG-7-45",2016,"3m 1SPM","2016-05-21","Nicole Boucher",1
"7155","BG-7-45",2016,"3m 1SPM","2016-05-25","Laurel McDonald",1
"7156","BG-7-45",2016,"3m 1SPM","2016-05-29","Tyne Baker",1
"7157","BG-7-45",2016,"3m 1SPM","2016-06-04","Brandon Law",1
"7158","BG-7-45",2016,"3m 1SPM","2016-06-10","Nicole Boucher",1
"7159","BG-7-45",2016,"3m 1SPM","2016-06-18","Connor Charchuk",1
"7160","BG-7-45",2016,"3m 1SPM","2016-06-23","Tyne Baker",1
"7161","BG-7-45",2016,"3m 1SPM","2016-06-28","Laurel McDonald",1
"7162","BG-7-46",2016,"3m 1SPM","2016-05-28","Nicole Boucher",1
"7163","BG-7-46",2016,"3m 1SPM","2016-06-03","Nicole Boucher",1
"7164","BG-7-46",2016,"3m 1SPM","2016-06-10","Nicole Boucher",1
"7165","BG-7-46",2016,"3m 1SPM","2016-06-17","Erik Hedlin",1
"7166","BG-7-46",2016,"3m 1SPM","2016-06-21","Tyne Baker",1
"7167","BG-7-46",2016,"3m 1SPM","2016-06-25","Nicole Boucher",1
"7168","BG-7-47",2016,"3m 1SPM","2016-05-29","Brandon Law",1
"7169","BG-7-47",2016,"3m 1SPM","2016-05-30","Nicole Boucher",1
"7170","BG-7-47",2016,"3m 1SPM","2016-06-03","Kiirsti Owen",1
"7171","BG-7-47",2016,"3m 1SPM","2016-06-05","Brandon Law",1
"7172","BG-7-47",2016,"3m 1SPM","2016-06-14","Nicole Boucher",1
"7173","BG-7-48",2016,"3m 1SPM","2016-05-24","Tyne Baker",1
"7174","BG-7-48",2016,"3m 1SPM","2016-06-04","Nicole Boucher",1
"7175","BG-7-48",2016,"3m 1SPM","2016-06-08","Colin Macfarlane",1
"7176","BG-7-48",2016,"3m 1SPM","2016-06-08","Kevan Cowcill",1
"7177","BG-7-48",2016,"3m 1SPM","2016-06-16","Brandon Law",1
"7178","BG-7-48",2016,"3m 1SPM","2016-06-17","Nicole Boucher",1
"7179","BG-7-48",2016,"3m 1SPM","2016-06-24","Connor Charchuk",1
"7180","BG-7-48",2016,"3m 1SPM","2016-06-25","Nicole Boucher",1
"7181","BG-7-49",2016,"3m 1SPM","2016-06-28","Kevan Cowcill",1
"7182","BG-7-49",2016,"3m 1SPM","2016-06-30","Brandon Law",1
"7183","BG-7-49",2016,"3m 1SPM","2016-07-01","Connor Charchuk",1
"7184","BG-7-49",2016,"3m 1SPM","2016-07-02","Natasha Annich",1
"7185","BG-7-49",2016,"3m 1SPM","2016-07-05","Tyne Baker",1
"7186","BG-7-49",2016,"3m 1SPM","2016-07-06","Laurel McDonald",1
"7187","BG-7-49",2016,"3m 1SPM","2016-07-06","Nicole Boucher",1
"7188","BG-7-5",2016,"3m 1SPM","2016-06-27","Brandon Law",1
"7189","BG-7-5",2016,"3m 1SPM","2016-06-29","Tyne Baker",1
"7190","BG-7-5",2016,"3m 1SPM","2016-07-02","Renee Roy",1
"7191","BG-7-5",2016,"3m 1SPM","2016-07-03","Kevan Cowcill",1
"7192","BG-7-5",2016,"3m 1SPM","2016-07-03","Natasha Annich",1
"7193","BG-7-5",2016,"3m 1SPM","2016-07-06","Nicole Boucher",1
"7194","BG-7-50",2016,"3m 1SPM","2016-06-27","Kiirsti Owen",1
"7195","BG-7-50",2016,"3m 1SPM","2016-07-03","Erik Hedlin",1
"7196","BG-7-50",2016,"3m 1SPM","2016-07-03","Laurel McDonald",1
"7197","BG-7-50",2016,"3m 1SPM","2016-07-04","Kevan Cowcill",1
"7198","BG-7-50",2016,"3m 1SPM","2016-07-06","Nicole Boucher",1
"7199","BG-7-50",2016,"3m 1SPM","2016-07-08","Kevan Cowcill",1
"7200","BG-7-51",2016,"3m 1SPM","2016-06-26","Nicole Boucher",1
"7201","BG-7-51",2016,"3m 1SPM","2016-07-03","Nicole Boucher",1
"7202","BG-7-51",2016,"3m 1SPM","2016-07-04","Kiirsti Owen",1
"7203","BG-7-51",2016,"3m 1SPM","2016-07-06","Laurel McDonald",1
"7204","BG-7-51",2016,"3m 1SPM","2016-07-06","Tyne Baker",1
"7205","BG-7-52",2016,"3m 1SPM","2016-06-25","Erik Hedlin",1
"7206","BG-7-52",2016,"3m 1SPM","2016-06-26","Connor Charchuk",1
"7207","BG-7-52",2016,"3m 1SPM","2016-07-06","Connor Charchuk",1
"7208","BG-7-52",2016,"3m 1SPM","2016-07-07","Connor Charchuk",1
"7209","BG-7-53",2016,"3m 1SPM","2016-05-27","Tyne Baker",1
"7210","BG-7-53",2016,"3m 1SPM","2016-06-07","Nicole Boucher",1
"7211","BG-7-53",2016,"3m 1SPM","2016-06-11","Nicole Boucher",1
"7212","BG-7-53",2016,"3m 1SPM","2016-06-12","Colin Macfarlane",1
"7213","BG-7-53",2016,"3m 1SPM","2016-06-16","Nicole Boucher",1
"7214","BG-7-53",2016,"3m 1SPM","2016-06-18","Nicole Boucher",1
"7215","BG-7-54",2016,"3m 1SPM","2016-05-25","Kiirsti Owen",1
"7216","BG-7-54",2016,"3m 1SPM","2016-05-31","Tyne Baker",1
"7217","BG-7-54",2016,"3m 1SPM","2016-06-04","Tyne Baker",1
"7218","BG-7-54",2016,"3m 1SPM","2016-06-13","Tyne Baker",1
"7219","BG-7-54",2016,"3m 1SPM","2016-06-15","Brandon Law",1
"7220","BG-7-55",2016,"3m 1SPM","2016-05-30","Connor Charchuk",1
"7221","BG-7-55",2016,"3m 1SPM","2016-05-31","Tyne Baker",1
"7222","BG-7-55",2016,"3m 1SPM","2016-06-01","Nicole Boucher",1
"7223","BG-7-55",2016,"3m 1SPM","2016-06-02","Nicole Boucher",1
"7224","BG-7-56",2016,"3m 1SPM","2016-05-26","Colin Macfarlane",1
"7225","BG-7-56",2016,"3m 1SPM","2016-06-05","Nicole Boucher",1
"7226","BG-7-56",2016,"3m 1SPM","2016-06-13","Nicole Boucher",1
"7227","BG-7-56",2016,"3m 1SPM","2016-06-21","Erik Hedlin",1
"7228","BG-7-57",2016,"3m 1SPM","2016-05-21","Nicole Boucher",1
"7229","BG-7-57",2016,"3m 1SPM","2016-06-03","Tyne Baker",1
"7230","BG-7-57",2016,"3m 1SPM","2016-06-04","Christopher Moser-Purdy",1
"7231","BG-7-57",2016,"3m 1SPM","2016-06-09","Jillian Slater",1
"7232","BG-7-57",2016,"3m 1SPM","2016-06-11","Jillian Slater",1
"7233","BG-7-57",2016,"3m 1SPM","2016-06-16","Brandon Law",1
"7234","BG-7-57",2016,"3m 1SPM","2016-06-19","Tyne Baker",1
"7235","BG-7-57",2016,"3m 1SPM","2016-06-22","Nicole Boucher",1
"7236","BG-7-57",2016,"3m 1SPM","2016-06-25","Nicole Boucher",1
"7237","BG-7-58",2016,"3m 1SPM","2016-05-27","Nicole Boucher",1
"7238","BG-7-58",2016,"3m 1SPM","2016-05-28","Colin Macfarlane",1
"7239","BG-7-58",2016,"3m 1SPM","2016-06-19","Alex MacPhail",1
"7240","BG-7-58",2016,"3m 1SPM","2016-06-26","Kevan Cowcill",1
"7241","BG-7-59",2016,"3m 1SPM","2016-07-01","Nicole Boucher",1
"7242","BG-7-59",2016,"3m 1SPM","2016-07-03","Nicole Boucher",1
"7243","BG-7-59",2016,"3m 1SPM","2016-07-04","Kiirsti Owen",1
"7244","BG-7-59",2016,"3m 1SPM","2016-07-07","Laurel McDonald",1
"7245","BG-7-59",2016,"3m 1SPM","2016-07-08","Nicole Boucher",1
"7246","BG-7-59",2016,"3m 1SPM","2016-07-08","steve.enid",1
"7247","BG-7-6",2016,"3m 1SPM","2016-06-26","Connor Charchuk",1
"7248","BG-7-6",2016,"3m 1SPM","2016-07-01","Connor Charchuk",1
"7249","BG-7-6",2016,"3m 1SPM","2016-07-03","Nicole Boucher",1
"7250","BG-7-6",2016,"3m 1SPM","2016-07-05","Laurel McDonald",1
"7251","BG-7-6",2016,"3m 1SPM","2016-07-06","Colin Macfarlane",1
"7252","BG-7-6",2016,"3m 1SPM","2016-07-08","Tyne Baker",1
"7253","BG-7-60",2016,"3m 1SPM","2016-06-28","Erik Hedlin",1
"7254","BG-7-60",2016,"3m 1SPM","2016-06-30","Kevan Cowcill",1
"7255","BG-7-60",2016,"3m 1SPM","2016-07-03","Nicole Boucher",1
"7256","BG-7-60",2016,"3m 1SPM","2016-07-05","Nicole Boucher",1
"7257","BG-7-60",2016,"3m 1SPM","2016-07-05","Tyne Baker",1
"7258","BG-7-60",2016,"3m 1SPM","2016-07-06","Colin Macfarlane",1
"7259","BG-7-61",2016,"3m 1SPM","2016-05-24","Kiirsti Owen",1
"7260","BG-7-61",2016,"3m 1SPM","2016-06-05","Kevan Cowcill",1
"7261","BG-7-61",2016,"3m 1SPM","2016-06-06","Nicole Boucher",1
"7262","BG-7-62",2016,"3m 1SPM","2016-05-22","Tyne Baker",1
"7263","BG-7-62",2016,"3m 1SPM","2016-05-27","Alex MacPhail",1
"7264","BG-7-62",2016,"3m 1SPM","2016-05-29","Brandon Law",1
"7265","BG-7-63",2016,"3m 1SPM","2016-06-29","Colin Macfarlane",1
"7266","BG-7-63",2016,"3m 1SPM","2016-07-01","Nicole Boucher",1
"7267","BG-7-63",2016,"3m 1SPM","2016-07-03","Kevan Cowcill",1
"7268","BG-7-63",2016,"3m 1SPM","2016-07-04","Kiirsti Owen",1
"7269","BG-7-63",2016,"3m 1SPM","2016-07-05","Nicole Boucher",1
"7270","BG-7-63",2016,"3m 1SPM","2016-07-06","Tyne Baker",1
"7271","BG-7-63",2016,"3m 1SPM","2016-07-09","Laurel McDonald",1
"7272","BG-7-64",2016,"3m 1SPM","2016-06-30","Brandon Law",1
"7273","BG-7-64",2016,"3m 1SPM","2016-07-02","Kevan Cowcill",1
"7274","BG-7-64",2016,"3m 1SPM","2016-07-03","Erik Hedlin",1
"7275","BG-7-64",2016,"3m 1SPM","2016-07-03","Laurel McDonald",1
"7276","BG-7-64",2016,"3m 1SPM","2016-07-05","Nicole Boucher",1
"7277","BG-7-64",2016,"3m 1SPM","2016-07-07","Brandon Law",1
"7278","BG-7-64",2016,"3m 1SPM","2016-07-07","Colin Macfarlane",1
"7279","BG-7-64",2016,"3m 1SPM","2016-07-08","Kiirsti Owen",1
"7280","BG-7-65",2016,"3m 1SPM","2016-05-21","Kevan Cowcill",1
"7281","BG-7-65",2016,"3m 1SPM","2016-06-01","Nicole Boucher",1
"7282","BG-7-65",2016,"3m 1SPM","2016-06-08","Nicole Boucher",1
"7283","BG-7-65",2016,"3m 1SPM","2016-06-10","Brandon Law",1
"7284","BG-7-65",2016,"3m 1SPM","2016-06-14","Nicole Boucher",1
"7285","BG-7-65",2016,"3m 1SPM","2016-06-17","Nicole Boucher",1
"7286","BG-7-65",2016,"3m 1SPM","2016-06-21","Kiirsti Owen",1
"7287","BG-7-66",2016,"3m 1SPM","2016-05-25","Alex MacPhail",1
"7288","BG-7-66",2016,"3m 1SPM","2016-05-29","Nicole Boucher",1
"7289","BG-7-66",2016,"3m 1SPM","2016-05-30","Tyne Baker",1
"7290","BG-7-66",2016,"3m 1SPM","2016-06-11","Nicole Boucher",1
"7291","BG-7-66",2016,"3m 1SPM","2016-06-21","Nicole Boucher",1
"7292","BG-7-66",2016,"3m 1SPM","2016-06-24","Tyne Baker",1
"7293","BG-7-67",2016,"3m 1SPM","2016-06-27","Brandon Law",1
"7294","BG-7-67",2016,"3m 1SPM","2016-06-28","Brandon Law",1
"7295","BG-7-67",2016,"3m 1SPM","2016-06-28","Natasha Annich",1
"7296","BG-7-67",2016,"3m 1SPM","2016-06-29","Laurel McDonald",1
"7297","BG-7-67",2016,"3m 1SPM","2016-07-01","Nicole Boucher",1
"7298","BG-7-67",2016,"3m 1SPM","2016-07-03","Brandon Law",1
"7299","BG-7-67",2016,"3m 1SPM","2016-07-03","Nicole Boucher",1
"7300","BG-7-67",2016,"3m 1SPM","2016-07-06","Natasha Annich",1
"7301","BG-7-68",2016,"10m 1SPM","2016-07-03","Colin Macfarlane",1
"7302","BG-7-68",2016,"3m 1SPM","2016-06-28","Nicole Boucher",1
"7303","BG-7-68",2016,"3m 1SPM","2016-06-30","Erik Hedlin",1
"7304","BG-7-68",2016,"3m 1SPM","2016-07-04","Nicole Boucher",1
"7305","BG-7-68",2016,"3m 1SPM","2016-07-05","Laurel McDonald",1
"7306","BG-7-68",2016,"3m 1SPM","2016-07-06","Nicole Boucher",1
"7307","BG-7-68",2016,"3m 1SPM","2016-07-07","Colin Macfarlane",1
"7308","BG-7-68",2016,"3m 1SPM","2016-07-09","Tyne Baker",1
"7309","BG-7-69",2016,"3m 1SPM","2016-05-19","Kevan Cowcill",1
"7310","BG-7-69",2016,"3m 1SPM","2016-05-27","Kevan Cowcill",1
"7311","BG-7-69",2016,"3m 1SPM","2016-06-06","Kiirsti Owen",1
"7312","BG-7-69",2016,"3m 1SPM","2016-06-07","Colin Macfarlane",1
"7313","BG-7-69",2016,"3m 1SPM","2016-06-14","Nicole Boucher",1
"7314","BG-7-69",2016,"3m 1SPM","2016-06-17","Natasha Annich",1
"7315","BG-7-69",2016,"3m 1SPM","2016-06-18","Nicole Boucher",1
"7316","BG-7-7",2016,"3m 1SPM","2016-05-24","Kevan Cowcill",1
"7317","BG-7-7",2016,"3m 1SPM","2016-05-29","Nicole Boucher",1
"7318","BG-7-7",2016,"3m 1SPM","2016-06-06","Tyne Baker",1
"7319","BG-7-7",2016,"3m 1SPM","2016-06-08","Brandon Law",1
"7320","BG-7-7",2016,"3m 1SPM","2016-06-14","Connor Charchuk",1
"7321","BG-7-7",2016,"3m 1SPM","2016-06-23","Nicole Boucher",1
"7322","BG-7-7",2016,"3m 1SPM","2016-06-24","Tyne Baker",1
"7323","BG-7-70",2016,"3m 1SPM","2016-05-25","Kevan Cowcill",1
"7324","BG-7-70",2016,"3m 1SPM","2016-06-01","Nicole Boucher",1
"7325","BG-7-70",2016,"3m 1SPM","2016-06-06","Tyne Baker",1
"7326","BG-7-70",2016,"3m 1SPM","2016-06-12","Erik Hedlin",1
"7327","BG-7-70",2016,"3m 1SPM","2016-06-20","Tyne Baker",1
"7328","BG-7-70",2016,"3m 1SPM","2016-06-25","Laurel McDonald",1
"7329","BG-7-71",2016,"3m 1SPM","2016-05-22","Tyne Baker",1
"7330","BG-7-71",2016,"3m 1SPM","2016-05-24","Alex MacPhail",1
"7331","BG-7-71",2016,"3m 1SPM","2016-05-30","Tyne Baker",1
"7332","BG-7-71",2016,"3m 1SPM","2016-06-11","Connor Charchuk",1
"7333","BG-7-71",2016,"3m 1SPM","2016-06-17","Colin Macfarlane",1
"7334","BG-7-72",2016,"3m 1SPM","2016-05-30","Natasha Annich",1
"7335","BG-7-72",2016,"3m 1SPM","2016-06-07","Nicole Boucher",1
"7336","BG-7-72",2016,"3m 1SPM","2016-06-10","Colin Macfarlane",1
"7337","BG-7-72",2016,"3m 1SPM","2016-06-11","Kevan Cowcill",1
"7338","BG-7-72",2016,"3m 1SPM","2016-06-14","Nicole Boucher",1
"7339","BG-7-72",2016,"3m 1SPM","2016-06-14","Tyne Baker",1
"7340","BG-7-73",2016,"3m 1SPM","2016-06-30","Nicole Boucher",1
"7341","BG-7-73",2016,"3m 1SPM","2016-07-02","Nicole Boucher",1
"7342","BG-7-73",2016,"3m 1SPM","2016-07-04","Erik Hedlin",1
"7343","BG-7-73",2016,"3m 1SPM","2016-07-05","Brandon Law",1
"7344","BG-7-73",2016,"3m 1SPM","2016-07-07","Tyne Baker",1
"7345","BG-7-73",2016,"3m 1SPM","2016-07-09","Kevan Cowcill",1
"7346","BG-7-74",2016,"3m 1SPM","2016-06-29","Renee Roy",1
"7347","BG-7-74",2016,"3m 1SPM","2016-06-30","Tyne Baker",1
"7348","BG-7-74",2016,"3m 1SPM","2016-07-02","Connor Charchuk",1
"7349","BG-7-74",2016,"3m 1SPM","2016-07-04","Nicole Boucher",1
"7350","BG-7-74",2016,"3m 1SPM","2016-07-07","Nicole Boucher",1
"7351","BG-7-75",2016,"3m 1SPM","2016-05-31","Kevan Cowcill",1
"7352","BG-7-75",2016,"3m 1SPM","2016-06-05","Colin Macfarlane",1
"7353","BG-7-75",2016,"3m 1SPM","2016-06-14","Alex MacPhail",1
"7354","BG-7-75",2016,"3m 1SPM","2016-06-23","Brandon Law",1
"7355","BG-7-75",2016,"3m 1SPM","2016-06-27","Colin Macfarlane",1
"7356","BG-7-76",2016,"3m 1SPM","2016-05-24","Nicole Boucher",1
"7357","BG-7-76",2016,"3m 1SPM","2016-06-06","Nicole Boucher",1
"7358","BG-7-76",2016,"3m 1SPM","2016-06-08","Nicole Boucher",1
"7359","BG-7-76",2016,"3m 1SPM","2016-06-11","Kevan Cowcill",1
"7360","BG-7-76",2016,"3m 1SPM","2016-06-12","Renee Roy",1
"7361","BG-7-77",2016,"3m 1SPM","2016-06-27","Christopher Moser-Purdy",1
"7362","BG-7-77",2016,"3m 1SPM","2016-06-30","Christopher Wagner",1
"7363","BG-7-77",2016,"3m 1SPM","2016-07-01","D Emkoad",1
"7364","BG-7-77",2016,"3m 1SPM","2016-07-03","Christopher Wagner",1
"7365","BG-7-77",2016,"3m 1SPM","2016-07-05","D Emkoad",1
"7366","BG-7-77",2016,"3m 1SPM","2016-07-07","Tyne Baker",1
"7367","BG-7-77",2016,"3m 1SPM","2016-07-08","Christopher Moser-Purdy",1
"7368","BG-7-77",2016,"3m 1SPM","2016-07-10","Jillian Slater",1
"7369","BG-7-78",2016,"3m 1SPM","2016-06-27","Brandon Law",1
"7370","BG-7-78",2016,"3m 1SPM","2016-06-28","Brandon Law",1
"7371","BG-7-78",2016,"3m 1SPM","2016-06-29","Renee Roy",1
"7372","BG-7-78",2016,"3m 1SPM","2016-07-01","Colin Macfarlane",1
"7373","BG-7-78",2016,"3m 1SPM","2016-07-05","Colin Macfarlane",1
"7374","BG-7-78",2016,"3m 1SPM","2016-07-06","Kiirsti Owen",1
"7375","BG-7-79",2016,"3m 1SPM","2016-05-29","Nicole Boucher",1
"7376","BG-7-79",2016,"3m 1SPM","2016-06-16","Nicole Boucher",1
"7377","BG-7-79",2016,"3m 1SPM","2016-06-19","Kiirsti Owen",1
"7378","BG-7-79",2016,"3m 1SPM","2016-06-21","Erik Hedlin",1
"7379","BG-7-79",2016,"3m 1SPM","2016-06-25","Colin Macfarlane",1
"7380","BG-7-8",2016,"3m 1SPM","2016-05-25","Laurel McDonald",1
"7381","BG-7-8",2016,"3m 1SPM","2016-05-27","Renee Roy",1
"7382","BG-7-8",2016,"3m 1SPM","2016-05-29","Tyne Baker",1
"7383","BG-7-8",2016,"3m 1SPM","2016-05-30","Tyne Baker",1
"7384","BG-7-8",2016,"3m 1SPM","2016-06-06","Tyne Baker",1
"7385","BG-7-8",2016,"3m 1SPM","2016-06-19","Renee Roy",1
"7386","BG-7-8",2016,"3m 1SPM","2016-06-20","Nicole Boucher",1
"7387","BG-7-80",2016,"3m 1SPM","2016-05-22","Brandon Law",1
"7388","BG-7-80",2016,"3m 1SPM","2016-05-28","Colin Macfarlane",1
"7389","BG-7-80",2016,"3m 1SPM","2016-06-01","Christopher Moser-Purdy",1
"7390","BG-7-80",2016,"3m 1SPM","2016-06-03","Alex MacPhail",1
"7391","BG-7-81",2016,"3m 1SPM","2016-06-29","Kevan Cowcill",1
"7392","BG-7-81",2016,"3m 1SPM","2016-07-01","Brandon Law",1
"7393","BG-7-81",2016,"3m 1SPM","2016-07-01","Nicole Boucher",1
"7394","BG-7-81",2016,"3m 1SPM","2016-07-02","Nicole Boucher",1
"7395","BG-7-81",2016,"3m 1SPM","2016-07-03","Brandon Law",1
"7396","BG-7-81",2016,"3m 1SPM","2016-07-03","Renee Roy",1
"7397","BG-7-82",2016,"3m 1SPM","2016-06-28","Kiirsti Owen",1
"7398","BG-7-82",2016,"3m 1SPM","2016-07-02","Colin Macfarlane",1
"7399","BG-7-82",2016,"3m 1SPM","2016-07-03","Nicole Boucher",1
"7400","BG-7-82",2016,"3m 1SPM","2016-07-07","Kiirsti Owen",1
"7401","BG-7-83",2016,"3m 1SPM","2016-05-21","Laurel McDonald",1
"7402","BG-7-83",2016,"3m 1SPM","2016-05-29","Tyne Baker",1
"7403","BG-7-83",2016,"3m 1SPM","2016-06-01","Nicole Boucher",1
"7404","BG-7-83",2016,"3m 1SPM","2016-06-05","Nicole Boucher",1
"7405","BG-7-83",2016,"3m 1SPM","2016-06-17","Colin Macfarlane",1
"7406","BG-7-83",2016,"3m 1SPM","2016-06-18","Alex MacPhail",1
"7407","BG-7-83",2016,"3m 1SPM","2016-06-20","Tyne Baker",1
"7408","BG-7-84",2016,"3m 1SPM","2016-05-23","Colin Macfarlane",1
"7409","BG-7-84",2016,"3m 1SPM","2016-06-04","Angela Nerbas",1
"7410","BG-7-84",2016,"3m 1SPM","2016-06-12","Nicole Boucher",1
"7411","BG-7-84",2016,"3m 1SPM","2016-06-15","Nicole Boucher",1
"7412","BG-7-84",2016,"3m 1SPM","2016-06-19","Nicole Boucher",1
"7413","BG-7-84",2016,"3m 1SPM","2016-06-22","Nicole Boucher",1
"7414","BG-7-84",2016,"3m 1SPM","2016-06-24","Tyne Baker",1
"7415","BG-7-85",2016,"3m 1SPM","2016-06-28","Nicole Boucher",1
"7416","BG-7-85",2016,"3m 1SPM","2016-06-29","Nicole Boucher",1
"7417","BG-7-85",2016,"3m 1SPM","2016-06-30","Nicole Boucher",1
"7418","BG-7-85",2016,"3m 1SPM","2016-07-01","Nicole Boucher",1
"7419","BG-7-85",2016,"3m 1SPM","2016-07-02","Kevan Cowcill",1
"7420","BG-7-85",2016,"3m 1SPM","2016-07-07","Kevan Cowcill",1
"7421","BG-7-86",2016,"3m 1SPM","2016-06-30","Nicole Boucher",1
"7422","BG-7-86",2016,"3m 1SPM","2016-07-01","Nicole Boucher",1
"7423","BG-7-86",2016,"3m 1SPM","2016-07-02","Erik Hedlin",1
"7424","BG-7-86",2016,"3m 1SPM","2016-07-03","Colin Macfarlane",1
"7425","BG-7-86",2016,"3m 1SPM","2016-07-06","Nicole Boucher",1
"7426","BG-7-86",2016,"3m 1SPM","2016-07-07","Tyne Baker",1
"7427","BG-7-88",2016,"3m 1SPM","2016-05-22","Colin Macfarlane",1
"7428","BG-7-88",2016,"3m 1SPM","2016-05-25","Tyne Baker",1
"7429","BG-7-88",2016,"3m 1SPM","2016-06-06","Tyne Baker",1
"7430","BG-7-88",2016,"3m 1SPM","2016-06-07","Laurel McDonald",1
"7431","BG-7-88",2016,"3m 1SPM","2016-06-13","Renee Roy",1
"7432","BG-7-88",2016,"3m 1SPM","2016-06-16","Brandon Law",1
"7433","BG-7-88",2016,"3m 1SPM","2016-06-18","Colin Macfarlane",1
"7434","BG-7-89",2016,"3m 1SPM","2016-06-27","Laurel McDonald",1
"7435","BG-7-89",2016,"3m 1SPM","2016-06-27","Tyne Baker",1
"7436","BG-7-89",2016,"3m 1SPM","2016-06-28","Laurel McDonald",1
"7437","BG-7-89",2016,"3m 1SPM","2016-06-28","Nicole Boucher",1
"7438","BG-7-89",2016,"3m 1SPM","2016-06-29","Tyne Baker",1
"7439","BG-7-89",2016,"3m 1SPM","2016-07-04","Nicole Boucher",1
"7440","BG-7-89",2016,"3m 1SPM","2016-07-05","Erik Hedlin",1
"7441","BG-7-9",2016,"3m 1SPM","2016-06-28","Natasha Annich",1
"7442","BG-7-9",2016,"3m 1SPM","2016-06-29","Nicole Boucher",1
"7443","BG-7-9",2016,"3m 1SPM","2016-07-01","Kiirsti Owen",1
"7444","BG-7-9",2016,"3m 1SPM","2016-07-01","Tyne Baker",1
"7445","BG-7-9",2016,"3m 1SPM","2016-07-02","Tyne Baker",1
"7446","BG-7-9",2016,"3m 1SPM","2016-07-05","Kevan Cowcill",1
"7447","BG-7-9",2016,"3m 1SPM","2016-07-05","Nicole Boucher",1
"7448","BG-7-9",2016,"3m 1SPM","2016-07-06","Tyne Baker",1
"7449","BG-7-90",2016,"3m 1SPM","2016-06-29","Laurel McDonald",1
"7450","BG-7-90",2016,"3m 1SPM","2016-06-29","Tyne Baker",1
"7451","BG-7-90",2016,"3m 1SPM","2016-06-30","Kiirsti Owen",1
"7452","BG-7-90",2016,"3m 1SPM","2016-06-30","Laurel McDonald",1
"7453","BG-7-90",2016,"3m 1SPM","2016-07-01","Kiirsti Owen",1
"7454","BG-7-90",2016,"3m 1SPM","2016-07-02","Brandon Law",1
"7455","BG-7-90",2016,"3m 1SPM","2016-07-03","Renee Roy",1
"7456","BG-7-91",2016,"3m 1SPM","2016-06-29","Nicole Boucher",1
"7457","BG-7-91",2016,"3m 1SPM","2016-06-30","Kevan Cowcill",1
"7458","BG-7-91",2016,"3m 1SPM","2016-07-02","Kiirsti Owen",1
"7459","BG-7-91",2016,"3m 1SPM","2016-07-04","Colin Macfarlane",1
"7460","BG-7-91",2016,"3m 1SPM","2016-07-07","Nicole Boucher",1
"7461","BG-7-91",2016,"3m 1SPM","2016-07-08","Brandon Law",1
"7462","BG-7-92",2016,"3m 1SPM","2016-06-28","Kiirsti Owen",1
"7463","BG-7-92",2016,"3m 1SPM","2016-07-01","Nicole Boucher",1
"7464","BG-7-92",2016,"3m 1SPM","2016-07-02","Nicole Boucher",1
"7465","BG-7-92",2016,"3m 1SPM","2016-07-04","Kiirsti Owen",1
"7466","BG-7-93",2016,"3m 1SPM","2016-05-26","Colin Macfarlane",1
"7467","BG-7-93",2016,"3m 1SPM","2016-06-02","Nicole Boucher",1
"7468","BG-7-93",2016,"3m 1SPM","2016-06-10","Tyne Baker",1
"7469","BG-7-93",2016,"3m 1SPM","2016-06-16","Nicole Boucher",1
