"","location","Year","method","recording_date","transcriber","n"
"1","BG-1-10",2014,"3m 1SPM","2014-07-03","Michelle Knaggs",1
"2","BG-1-10",2014,"3m 1SPM","2014-07-05","Alex MacPhail",1
"3","BG-1-10",2014,"3m 1SPM","2014-07-10","Alex MacPhail",1
"4","BG-1-10",2014,"3m1SPM+7mVS","2014-07-02","Michelle Knaggs",1
"5","BG-1-10",2014,"3m1SPM+7mVS","2014-07-03","Michelle Knaggs",1
"6","BG-1-10",2014,"3m1SPM+7mVS","2014-07-05","Alex MacPhail",1
"7","BG-1-10",2014,"3m1SPM+7mVS","2014-07-10","Alex MacPhail",1
"8","BG-1-100",2014,"3m 1SPM","2014-07-01","Michelle Knaggs",1
"9","BG-1-100",2014,"3m 1SPM","2014-07-06","Alex MacPhail",1
"10","BG-1-100",2014,"3m 1SPM","2014-07-08","Alex MacPhail",1
"11","BG-1-100",2014,"3m1SPM+7mVS","2014-07-01","Michelle Knaggs",1
"12","BG-1-100",2014,"3m1SPM+7mVS","2014-07-02","Michelle Knaggs",1
"13","BG-1-100",2014,"3m1SPM+7mVS","2014-07-03","Alex MacPhail",1
"14","BG-1-100",2014,"3m1SPM+7mVS","2014-07-06","Alex MacPhail",1
"15","BG-1-100",2014,"3m1SPM+7mVS","2014-07-08","Alex MacPhail",1
"16","BG-1-101",2014,"3m 1SPM","2014-06-12","Alex MacPhail",1
"17","BG-1-101",2014,"3m 1SPM","2014-06-21","Michelle Knaggs",1
"18","BG-1-101",2014,"3m1SPM+7mVS","2014-06-12","Alex MacPhail",1
"19","BG-1-101",2014,"3m1SPM+7mVS","2014-06-18","Michelle Knaggs",1
"20","BG-1-101",2014,"3m1SPM+7mVS","2014-06-21","Michelle Knaggs",1
"21","BG-1-102",2014,"3m 1SPM","2014-06-01","Michelle Knaggs",1
"22","BG-1-102",2014,"3m 1SPM","2014-06-07","Alex MacPhail",1
"23","BG-1-102",2014,"3m1SPM+7mVS","2014-06-01","Michelle Knaggs",1
"24","BG-1-102",2014,"3m1SPM+7mVS","2014-06-03","Michelle Knaggs",1
"25","BG-1-102",2014,"3m1SPM+7mVS","2014-06-07","Alex MacPhail",1
"26","BG-1-103",2014,"3m 1SPM","2014-06-29","Michelle Knaggs",1
"27","BG-1-103",2014,"3m 1SPM","2014-07-06","Michelle Knaggs",1
"28","BG-1-103",2014,"3m 1SPM","2014-07-13","Alex MacPhail",1
"29","BG-1-103",2014,"3m1SPM+7mVS","2014-06-27","Michelle Knaggs",1
"30","BG-1-103",2014,"3m1SPM+7mVS","2014-06-29","Michelle Knaggs",1
"31","BG-1-103",2014,"3m1SPM+7mVS","2014-06-30","Alex MacPhail",1
"32","BG-1-103",2014,"3m1SPM+7mVS","2014-07-06","Michelle Knaggs",1
"33","BG-1-103",2014,"3m1SPM+7mVS","2014-07-13","Alex MacPhail",1
"34","BG-1-104",2014,"3m 1SPM","2014-06-12","Alex MacPhail",1
"35","BG-1-104",2014,"3m 1SPM","2014-06-16","Michelle Knaggs",1
"36","BG-1-104",2014,"3m 1SPM","2014-06-18","Brandon Law",1
"37","BG-1-104",2014,"3m 1SPM","2014-06-23","Michelle Knaggs",1
"38","BG-1-104",2014,"3m1SPM+7mVS","2014-06-12","Alex MacPhail",1
"39","BG-1-104",2014,"3m1SPM+7mVS","2014-06-16","Michelle Knaggs",1
"40","BG-1-104",2014,"3m1SPM+7mVS","2014-06-23","Michelle Knaggs",1
"41","BG-1-105",2014,"3m 1SPM","2014-05-31","Michelle Knaggs",1
"42","BG-1-105",2014,"3m 1SPM","2014-06-01","Michelle Knaggs",1
"43","BG-1-105",2014,"3m1SPM+7mVS","2014-05-31","Michelle Knaggs",1
"44","BG-1-105",2014,"3m1SPM+7mVS","2014-06-01","Michelle Knaggs",1
"45","BG-1-105",2014,"3m1SPM+7mVS","2014-06-02","Alex MacPhail",1
"46","BG-1-105",2014,"3m1SPM+7mVS","2014-06-05","Michelle Knaggs",1
"47","BG-1-109",2014,"3m 1SPM","2014-06-11","Alex MacPhail",1
"48","BG-1-109",2014,"3m 1SPM","2014-06-20","Michelle Knaggs",1
"49","BG-1-109",2014,"3m 1SPM","2014-06-25","Michelle Knaggs",1
"50","BG-1-109",2014,"3m1SPM+7mVS","2014-06-11","Alex MacPhail",1
"51","BG-1-109",2014,"3m1SPM+7mVS","2014-06-11","Michelle Knaggs",1
"52","BG-1-109",2014,"3m1SPM+7mVS","2014-06-15","Michelle Knaggs",1
"53","BG-1-109",2014,"3m1SPM+7mVS","2014-06-20","Michelle Knaggs",1
"54","BG-1-109",2014,"3m1SPM+7mVS","2014-06-25","Michelle Knaggs",1
"55","BG-1-11",2014,"3m 1SPM","2014-06-15","Michelle Knaggs",1
"56","BG-1-11",2014,"3m 1SPM","2014-06-29","Christopher Moser-Purdy",1
"57","BG-1-11",2014,"3m1SPM+7mVS","2014-06-13","Alex MacPhail",1
"58","BG-1-11",2014,"3m1SPM+7mVS","2014-06-15","Michelle Knaggs",1
"59","BG-1-11",2014,"3m1SPM+7mVS","2014-06-19","Alex MacPhail",1
"60","BG-1-111",2014,"3m 1SPM","2014-06-14","Michelle Knaggs",1
"61","BG-1-111",2014,"3m 1SPM","2014-06-16","Alex MacPhail",1
"62","BG-1-111",2014,"3m 1SPM","2014-06-18","Alex MacPhail",1
"63","BG-1-111",2014,"3m1SPM+7mVS","2014-06-14","Michelle Knaggs",1
"64","BG-1-111",2014,"3m1SPM+7mVS","2014-06-16","Alex MacPhail",1
"65","BG-1-111",2014,"3m1SPM+7mVS","2014-06-18","Alex MacPhail",1
"66","BG-1-112",2014,"3m 1SPM","2014-07-08","Michelle Knaggs",1
"67","BG-1-112",2014,"3m 1SPM","2014-07-24","Michelle Knaggs",1
"68","BG-1-112",2014,"3m1SPM+7mVS","2014-07-08","Michelle Knaggs",1
"69","BG-1-112",2014,"3m1SPM+7mVS","2014-07-09","Alex MacPhail",1
"70","BG-1-112",2014,"3m1SPM+7mVS","2014-07-24","Michelle Knaggs",1
"71","BG-1-113",2014,"3m 1SPM","2014-06-13","Alex MacPhail",1
"72","BG-1-113",2014,"3m 1SPM","2014-06-16","Alex MacPhail",1
"73","BG-1-113",2014,"3m 1SPM","2014-06-18","Alex MacPhail",1
"74","BG-1-113",2014,"3m1SPM+7mVS","2014-06-13","Alex MacPhail",1
"75","BG-1-113",2014,"3m1SPM+7mVS","2014-06-14","Alex MacPhail",1
"76","BG-1-113",2014,"3m1SPM+7mVS","2014-06-16","Alex MacPhail",1
"77","BG-1-113",2014,"3m1SPM+7mVS","2014-06-18","Alex MacPhail",1
"78","BG-1-113",2014,"3m1SPM+7mVS","2014-06-24","Michelle Knaggs",1
"79","BG-1-114",2014,"3m 1SPM","2014-06-06","Michelle Knaggs",1
"80","BG-1-114",2014,"3m 1SPM","2014-06-08","Alex MacPhail",1
"81","BG-1-114",2014,"3m 1SPM","2014-06-09","Michelle Knaggs",1
"82","BG-1-114",2014,"3m1SPM+7mVS","2014-06-03","Alex MacPhail",1
"83","BG-1-114",2014,"3m1SPM+7mVS","2014-06-06","Michelle Knaggs",1
"84","BG-1-114",2014,"3m1SPM+7mVS","2014-06-08","Alex MacPhail",1
"85","BG-1-114",2014,"3m1SPM+7mVS","2014-06-08","Michelle Knaggs",1
"86","BG-1-114",2014,"3m1SPM+7mVS","2014-06-09","Michelle Knaggs",1
"87","BG-1-115",2014,"3m 1SPM","2014-07-01","Alex MacPhail",1
"88","BG-1-115",2014,"3m 1SPM","2014-07-05","Alex MacPhail",1
"89","BG-1-115",2014,"3m1SPM+7mVS","2014-07-01","Alex MacPhail",1
"90","BG-1-115",2014,"3m1SPM+7mVS","2014-07-05","Alex MacPhail",1
"91","BG-1-115",2014,"3m1SPM+7mVS","2014-07-06","Michelle Knaggs",1
"92","BG-1-116",2014,"3m 1SPM","2014-06-10","Michelle Knaggs",1
"93","BG-1-116",2014,"3m 1SPM","2014-06-12","Michelle Knaggs",1
"94","BG-1-116",2014,"3m 1SPM","2014-06-26","Alex MacPhail",1
"95","BG-1-116",2014,"3m1SPM+7mVS","2014-06-10","Michelle Knaggs",1
"96","BG-1-116",2014,"3m1SPM+7mVS","2014-06-12","Michelle Knaggs",1
"97","BG-1-116",2014,"3m1SPM+7mVS","2014-06-20","Alex MacPhail",1
"98","BG-1-116",2014,"3m1SPM+7mVS","2014-06-26","Alex MacPhail",1
"99","BG-1-117",2014,"3m 1SPM","2014-06-03","Alex MacPhail",1
"100","BG-1-117",2014,"3m 1SPM","2014-06-05","Alex MacPhail",1
"101","BG-1-117",2014,"3m 1SPM","2014-06-06","Michelle Knaggs",1
"102","BG-1-117",2014,"3m1SPM+7mVS","2014-06-03","Alex MacPhail",1
"103","BG-1-117",2014,"3m1SPM+7mVS","2014-06-04","Michelle Knaggs",1
"104","BG-1-117",2014,"3m1SPM+7mVS","2014-06-05","Alex MacPhail",1
"105","BG-1-118",2014,"3m 1SPM","2014-06-29","Michelle Knaggs",1
"106","BG-1-118",2014,"3m 1SPM","2014-07-02","Alex MacPhail",1
"107","BG-1-118",2014,"3m1SPM+7mVS","2014-06-28","Michelle Knaggs",1
"108","BG-1-118",2014,"3m1SPM+7mVS","2014-06-29","Michelle Knaggs",1
"109","BG-1-118",2014,"3m1SPM+7mVS","2014-07-02","Alex MacPhail",1
"110","BG-1-119",2014,"3m 1SPM","2014-06-10","Alex MacPhail",1
"111","BG-1-119",2014,"3m 1SPM","2014-06-12","Michelle Knaggs",1
"112","BG-1-119",2014,"3m 1SPM","2014-06-21","Alex MacPhail",1
"113","BG-1-119",2014,"3m1SPM+7mVS","2014-06-10","Alex MacPhail",1
"114","BG-1-119",2014,"3m1SPM+7mVS","2014-06-12","Michelle Knaggs",1
"115","BG-1-119",2014,"3m1SPM+7mVS","2014-06-21","Alex MacPhail",1
"116","BG-1-119",2014,"3m1SPM+7mVS","2014-06-21","Michelle Knaggs",1
"117","BG-1-12",2014,"3m 1SPM","2014-06-01","Alex MacPhail",1
"118","BG-1-12",2014,"3m 1SPM","2014-06-05","Alex MacPhail",1
"119","BG-1-12",2014,"3m 1SPM","2014-06-08","Michelle Knaggs",1
"120","BG-1-12",2014,"3m1SPM+7mVS","2014-06-01","Alex MacPhail",1
"121","BG-1-12",2014,"3m1SPM+7mVS","2014-06-01","Michelle Knaggs",1
"122","BG-1-12",2014,"3m1SPM+7mVS","2014-06-05","Alex MacPhail",1
"123","BG-1-12",2014,"3m1SPM+7mVS","2014-06-08","Michelle Knaggs",1
"124","BG-1-120",2014,"3m 1SPM","2014-05-31","Michelle Knaggs",1
"125","BG-1-120",2014,"3m 1SPM","2014-06-04","Alex MacPhail",1
"126","BG-1-120",2014,"3m 1SPM","2014-06-05","Alex MacPhail",1
"127","BG-1-120",2014,"3m1SPM+7mVS","2014-05-31","Michelle Knaggs",1
"128","BG-1-120",2014,"3m1SPM+7mVS","2014-06-04","Alex MacPhail",1
"129","BG-1-120",2014,"3m1SPM+7mVS","2014-06-05","Alex MacPhail",1
"130","BG-1-124",2014,"3m 1SPM","2014-06-14","Alex MacPhail",1
"131","BG-1-124",2014,"3m 1SPM","2014-06-23","Alex MacPhail",1
"132","BG-1-124",2014,"3m 1SPM","2014-06-25","Michelle Knaggs",1
"133","BG-1-124",2014,"3m1SPM+7mVS","2014-06-11","Michelle Knaggs",1
"134","BG-1-124",2014,"3m1SPM+7mVS","2014-06-14","Alex MacPhail",1
"135","BG-1-124",2014,"3m1SPM+7mVS","2014-06-23","Alex MacPhail",1
"136","BG-1-124",2014,"3m1SPM+7mVS","2014-06-25","Michelle Knaggs",1
"137","BG-1-126",2014,"3m 1SPM","2014-06-09","Michelle Knaggs",1
"138","BG-1-126",2014,"3m 1SPM","2014-06-10","Alex MacPhail",1
"139","BG-1-126",2014,"3m 1SPM","2014-06-15","Michelle Knaggs",1
"140","BG-1-126",2014,"3m1SPM+7mVS","2014-06-09","Michelle Knaggs",1
"141","BG-1-126",2014,"3m1SPM+7mVS","2014-06-10","Alex MacPhail",1
"142","BG-1-126",2014,"3m1SPM+7mVS","2014-06-15","Alex MacPhail",1
"143","BG-1-126",2014,"3m1SPM+7mVS","2014-06-15","Michelle Knaggs",1
"144","BG-1-126",2014,"3m1SPM+7mVS","2014-06-25","Alex MacPhail",1
"145","BG-1-127",2014,"3m 1SPM","2014-07-03","steve.enid",1
"146","BG-1-127",2014,"3m 1SPM","2014-07-08","Alex MacPhail",1
"147","BG-1-127",2014,"3m 1SPM","2014-07-09","Alex MacPhail",1
"148","BG-1-127",2014,"3m 1SPM","2014-07-12","Michelle Knaggs",1
"149","BG-1-127",2014,"3m1SPM+7mVS","2014-07-08","Alex MacPhail",1
"150","BG-1-127",2014,"3m1SPM+7mVS","2014-07-09","Alex MacPhail",1
"151","BG-1-127",2014,"3m1SPM+7mVS","2014-07-12","Michelle Knaggs",1
"152","BG-1-128",2014,"3m 1SPM","2014-06-11","Alex MacPhail",1
"153","BG-1-128",2014,"3m 1SPM","2014-06-16","Alex MacPhail",1
"154","BG-1-128",2014,"3m 1SPM","2014-06-21","Alex MacPhail",1
"155","BG-1-128",2014,"3m1SPM+7mVS","2014-06-11","Alex MacPhail",1
"156","BG-1-128",2014,"3m1SPM+7mVS","2014-06-16","Alex MacPhail",1
"157","BG-1-128",2014,"3m1SPM+7mVS","2014-06-21","Alex MacPhail",1
"158","BG-1-129",2014,"3m 1SPM","2014-06-03","D Emkoad",1
"159","BG-1-129",2014,"3m 1SPM","2014-06-04","Alex MacPhail",1
"160","BG-1-129",2014,"3m 1SPM","2014-06-06","Alex MacPhail",1
"161","BG-1-129",2014,"3m1SPM+7mVS","2014-06-04","Alex MacPhail",1
"162","BG-1-129",2014,"3m1SPM+7mVS","2014-06-06","Alex MacPhail",1
"163","BG-1-13",2014,"3m 1SPM","2014-06-29","Michelle Knaggs",1
"164","BG-1-13",2014,"3m 1SPM","2014-07-03","Michelle Knaggs",1
"165","BG-1-13",2014,"3m 1SPM","2014-07-09","Michelle Knaggs",1
"166","BG-1-13",2014,"3m1SPM+7mVS","2014-06-29","Alex MacPhail",1
"167","BG-1-13",2014,"3m1SPM+7mVS","2014-06-29","Michelle Knaggs",1
"168","BG-1-13",2014,"3m1SPM+7mVS","2014-06-30","Michelle Knaggs",1
"169","BG-1-13",2014,"3m1SPM+7mVS","2014-07-03","Michelle Knaggs",1
"170","BG-1-13",2014,"3m1SPM+7mVS","2014-07-09","Michelle Knaggs",1
"171","BG-1-130",2014,"3m 1SPM","2014-07-07","Alex MacPhail",1
"172","BG-1-130",2014,"3m 1SPM","2014-07-09","Michelle Knaggs",1
"173","BG-1-130",2014,"3m 1SPM","2014-07-10","Michelle Knaggs",1
"174","BG-1-130",2014,"3m1SPM+7mVS","2014-07-02","Alex MacPhail",1
"175","BG-1-130",2014,"3m1SPM+7mVS","2014-07-03","Michelle Knaggs",1
"176","BG-1-130",2014,"3m1SPM+7mVS","2014-07-07","Alex MacPhail",1
"177","BG-1-130",2014,"3m1SPM+7mVS","2014-07-09","Michelle Knaggs",1
"178","BG-1-130",2014,"3m1SPM+7mVS","2014-07-10","Michelle Knaggs",1
"179","BG-1-131",2014,"3m 1SPM","2014-06-14","Alex MacPhail",1
"180","BG-1-131",2014,"3m 1SPM","2014-06-19","Alex MacPhail",1
"181","BG-1-131",2014,"3m1SPM+7mVS","2014-06-14","Alex MacPhail",1
"182","BG-1-131",2014,"3m1SPM+7mVS","2014-06-18","Alex MacPhail",1
"183","BG-1-131",2014,"3m1SPM+7mVS","2014-06-19","Alex MacPhail",1
"184","BG-1-132",2014,"3m 1SPM","2014-05-30","Michelle Knaggs",1
"185","BG-1-132",2014,"3m 1SPM","2014-05-31","Alex MacPhail",1
"186","BG-1-132",2014,"3m 1SPM","2014-06-03","Michelle Knaggs",1
"187","BG-1-132",2014,"3m1SPM+7mVS","2014-05-30","Michelle Knaggs",1
"188","BG-1-132",2014,"3m1SPM+7mVS","2014-05-31","Alex MacPhail",1
"189","BG-1-132",2014,"3m1SPM+7mVS","2014-06-03","Michelle Knaggs",1
"190","BG-1-132",2014,"3m1SPM+7mVS","2014-06-04","Alex MacPhail",1
"191","BG-1-133",2014,"3m 1SPM","2014-06-28","Scott Wilson",1
"192","BG-1-133",2014,"3m 1SPM","2014-07-02","Alex MacPhail",1
"193","BG-1-133",2014,"3m 1SPM","2014-07-02","Michelle Knaggs",1
"194","BG-1-133",2014,"3m 1SPM","2014-07-11","Alex MacPhail",1
"195","BG-1-133",2014,"3m1SPM+7mVS","2014-07-02","Alex MacPhail",1
"196","BG-1-133",2014,"3m1SPM+7mVS","2014-07-02","Michelle Knaggs",1
"197","BG-1-133",2014,"3m1SPM+7mVS","2014-07-11","Alex MacPhail",1
"198","BG-1-134",2014,"3m 1SPM","2014-06-12","Alex MacPhail",1
"199","BG-1-134",2014,"3m 1SPM","2014-06-21","Alex MacPhail",1
"200","BG-1-134",2014,"3m 1SPM","2014-06-23","Alex MacPhail",1
"201","BG-1-134",2014,"3m1SPM+7mVS","2014-06-12","Alex MacPhail",1
"202","BG-1-134",2014,"3m1SPM+7mVS","2014-06-20","Michelle Knaggs",1
"203","BG-1-134",2014,"3m1SPM+7mVS","2014-06-21","Alex MacPhail",1
"204","BG-1-134",2014,"3m1SPM+7mVS","2014-06-23","Alex MacPhail",1
"205","BG-1-135",2014,"3m 1SPM","2014-06-03","Alex MacPhail",1
"206","BG-1-135",2014,"3m 1SPM","2014-06-04","Alex MacPhail",1
"207","BG-1-135",2014,"3m 1SPM","2014-06-07","Michelle Knaggs",1
"208","BG-1-135",2014,"3m1SPM+7mVS","2014-06-03","Alex MacPhail",1
"209","BG-1-135",2014,"3m1SPM+7mVS","2014-06-04","Alex MacPhail",1
"210","BG-1-135",2014,"3m1SPM+7mVS","2014-06-05","Michelle Knaggs",1
"211","BG-1-139",2014,"3m 1SPM","2014-06-12","Alex MacPhail",1
"212","BG-1-139",2014,"3m 1SPM","2014-06-21","Alex MacPhail",1
"213","BG-1-139",2014,"3m 1SPM","2014-06-22","Michelle Knaggs",1
"214","BG-1-139",2014,"3m1SPM+7mVS","2014-06-12","Alex MacPhail",1
"215","BG-1-139",2014,"3m1SPM+7mVS","2014-06-21","Alex MacPhail",1
"216","BG-1-139",2014,"3m1SPM+7mVS","2014-06-24","Alex MacPhail",1
"217","BG-1-14",2014,"3m 1SPM","2014-06-12","Alex MacPhail",1
"218","BG-1-14",2014,"3m 1SPM","2014-06-14","Michelle Knaggs",1
"219","BG-1-14",2014,"3m 1SPM","2014-06-24","Alex MacPhail",1
"220","BG-1-14",2014,"3m1SPM+7mVS","2014-06-12","Alex MacPhail",1
"221","BG-1-14",2014,"3m1SPM+7mVS","2014-06-13","Alex MacPhail",1
"222","BG-1-14",2014,"3m1SPM+7mVS","2014-06-14","Michelle Knaggs",1
"223","BG-1-14",2014,"3m1SPM+7mVS","2014-06-17","Alex MacPhail",1
"224","BG-1-14",2014,"3m1SPM+7mVS","2014-06-24","Alex MacPhail",1
"225","BG-1-141",2014,"3m 1SPM","2014-06-08","Michelle Knaggs",1
"226","BG-1-141",2014,"3m 1SPM","2014-06-12","Alex MacPhail",1
"227","BG-1-141",2014,"3m 1SPM","2014-06-13","Alex MacPhail",1
"228","BG-1-141",2014,"3m 1SPM","2014-06-26","Christopher Moser-Purdy",1
"229","BG-1-141",2014,"3m1SPM+7mVS","2014-06-12","Alex MacPhail",1
"230","BG-1-141",2014,"3m1SPM+7mVS","2014-06-13","Alex MacPhail",1
"231","BG-1-142",2014,"3m 1SPM","2014-07-05","Michelle Knaggs",1
"232","BG-1-142",2014,"3m 1SPM","2014-07-07","Alex MacPhail",1
"233","BG-1-142",2014,"3m 1SPM","2014-07-15","Alex MacPhail",1
"234","BG-1-142",2014,"3m1SPM+7mVS","2014-07-02","Michelle Knaggs",1
"235","BG-1-142",2014,"3m1SPM+7mVS","2014-07-05","Michelle Knaggs",1
"236","BG-1-142",2014,"3m1SPM+7mVS","2014-07-07","Alex MacPhail",1
"237","BG-1-142",2014,"3m1SPM+7mVS","2014-07-15","Alex MacPhail",1
"238","BG-1-143",2014,"3m 1SPM","2014-07-11","Alex MacPhail",1
"239","BG-1-143",2014,"3m 1SPM","2014-07-14","Michelle Knaggs",1
"240","BG-1-143",2014,"3m 1SPM","2014-07-17","Michelle Knaggs",1
"241","BG-1-143",2014,"3m1SPM+7mVS","2014-06-30","Michelle Knaggs",1
"242","BG-1-143",2014,"3m1SPM+7mVS","2014-07-11","Alex MacPhail",1
"243","BG-1-143",2014,"3m1SPM+7mVS","2014-07-14","Michelle Knaggs",1
"244","BG-1-143",2014,"3m1SPM+7mVS","2014-07-17","Michelle Knaggs",1
"245","BG-1-144",2014,"3m 1SPM","2014-06-04","Alex MacPhail",1
"246","BG-1-144",2014,"3m 1SPM","2014-06-05","Michelle Knaggs",1
"247","BG-1-144",2014,"3m 1SPM","2014-06-09","Alex MacPhail",1
"248","BG-1-144",2014,"3m1SPM+7mVS","2014-06-04","Alex MacPhail",1
"249","BG-1-144",2014,"3m1SPM+7mVS","2014-06-05","Michelle Knaggs",1
"250","BG-1-144",2014,"3m1SPM+7mVS","2014-06-06","Alex MacPhail",1
"251","BG-1-144",2014,"3m1SPM+7mVS","2014-06-09","Alex MacPhail",1
"252","BG-1-145",2014,"3m 1SPM","2014-07-01","Michelle Knaggs",1
"253","BG-1-145",2014,"3m 1SPM","2014-07-03","Alex MacPhail",1
"254","BG-1-145",2014,"3m 1SPM","2014-07-06","Alex MacPhail",1
"255","BG-1-145",2014,"3m1SPM+7mVS","2014-07-01","Michelle Knaggs",1
"256","BG-1-145",2014,"3m1SPM+7mVS","2014-07-03","Alex MacPhail",1
"257","BG-1-145",2014,"3m1SPM+7mVS","2014-07-04","Michelle Knaggs",1
"258","BG-1-145",2014,"3m1SPM+7mVS","2014-07-06","Alex MacPhail",1
"259","BG-1-146",2014,"3m 1SPM","2014-06-11","Christopher Moser-Purdy",1
"260","BG-1-146",2014,"3m 1SPM","2014-06-15","Alex MacPhail",1
"261","BG-1-146",2014,"3m 1SPM","2014-06-16","Michelle Knaggs",1
"262","BG-1-146",2014,"3m 1SPM","2014-06-18","Michelle Knaggs",1
"263","BG-1-146",2014,"3m1SPM+7mVS","2014-06-15","Alex MacPhail",1
"264","BG-1-146",2014,"3m1SPM+7mVS","2014-06-16","Michelle Knaggs",1
"265","BG-1-146",2014,"3m1SPM+7mVS","2014-06-18","Michelle Knaggs",1
"266","BG-1-147",2014,"3m 1SPM","2014-05-31","Michelle Knaggs",1
"267","BG-1-147",2014,"3m 1SPM","2014-06-01","Alex MacPhail",1
"268","BG-1-147",2014,"3m 1SPM","2014-06-01","Michelle Knaggs",1
"269","BG-1-147",2014,"3m1SPM+7mVS","2014-05-31","Michelle Knaggs",1
"270","BG-1-147",2014,"3m1SPM+7mVS","2014-06-01","Alex MacPhail",1
"271","BG-1-147",2014,"3m1SPM+7mVS","2014-06-01","Michelle Knaggs",1
"272","BG-1-147",2014,"3m1SPM+7mVS","2014-06-04","Alex MacPhail",1
"273","BG-1-148",2014,"3m 1SPM","2014-06-27","BP Robinson",1
"274","BG-1-148",2014,"3m 1SPM","2014-07-04","Michelle Knaggs",1
"275","BG-1-148",2014,"3m 1SPM","2014-07-10","Michelle Knaggs",1
"276","BG-1-148",2014,"3m 1SPM","2014-07-15","Alex MacPhail",1
"277","BG-1-148",2014,"3m1SPM+7mVS","2014-07-04","Michelle Knaggs",1
"278","BG-1-148",2014,"3m1SPM+7mVS","2014-07-10","Michelle Knaggs",1
"279","BG-1-148",2014,"3m1SPM+7mVS","2014-07-15","Alex MacPhail",1
"280","BG-1-149",2014,"3m 1SPM","2014-06-10","Christopher Moser-Purdy",1
"281","BG-1-149",2014,"3m 1SPM","2014-06-10","Michelle Knaggs",1
"282","BG-1-149",2014,"3m 1SPM","2014-06-17","Michelle Knaggs",1
"283","BG-1-149",2014,"3m 1SPM","2014-06-18","Michelle Knaggs",1
"284","BG-1-149",2014,"3m 1SPM","2014-06-25","Brandon Law",1
"285","BG-1-149",2014,"3m1SPM+7mVS","2014-06-10","Michelle Knaggs",1
"286","BG-1-149",2014,"3m1SPM+7mVS","2014-06-11","Alex MacPhail",1
"287","BG-1-149",2014,"3m1SPM+7mVS","2014-06-17","Michelle Knaggs",1
"288","BG-1-149",2014,"3m1SPM+7mVS","2014-06-18","Michelle Knaggs",1
"289","BG-1-150",2014,"3m 1SPM","2014-05-31","Michelle Knaggs",1
"290","BG-1-150",2014,"3m 1SPM","2014-06-01","Alex MacPhail",1
"291","BG-1-150",2014,"3m 1SPM","2014-06-02","Michelle Knaggs",1
"292","BG-1-150",2014,"3m1SPM+7mVS","2014-05-31","Michelle Knaggs",1
"293","BG-1-150",2014,"3m1SPM+7mVS","2014-06-01","Alex MacPhail",1
"294","BG-1-150",2014,"3m1SPM+7mVS","2014-06-02","Michelle Knaggs",1
"295","BG-1-150",2014,"3m1SPM+7mVS","2014-06-06","Alex MacPhail",1
"296","BG-1-21",2014,"3m 1SPM","2014-06-07","Alex MacPhail",1
"297","BG-1-21",2014,"3m 1SPM","2014-06-13","Michelle Knaggs",1
"298","BG-1-21",2014,"3m 1SPM","2014-06-19","Michelle Knaggs",1
"299","BG-1-21",2014,"3m1SPM+7mVS","2014-06-07","Alex MacPhail",1
"300","BG-1-21",2014,"3m1SPM+7mVS","2014-06-13","Michelle Knaggs",1
"301","BG-1-21",2014,"3m1SPM+7mVS","2014-06-14","Alex MacPhail",1
"302","BG-1-21",2014,"3m1SPM+7mVS","2014-06-19","Michelle Knaggs",1
"303","BG-1-21",2014,"3m1SPM+7mVS","2014-06-20","Michelle Knaggs",1
"304","BG-1-22",2014,"3m 1SPM","2014-07-15","Michelle Knaggs",1
"305","BG-1-22",2014,"3m 1SPM","2014-07-16","Alex MacPhail",1
"306","BG-1-22",2014,"3m 1SPM","2014-07-19","Michelle Knaggs",1
"307","BG-1-22",2014,"3m1SPM+7mVS","2014-07-01","Michelle Knaggs",1
"308","BG-1-22",2014,"3m1SPM+7mVS","2014-07-03","Michelle Knaggs",1
"309","BG-1-22",2014,"3m1SPM+7mVS","2014-07-15","Michelle Knaggs",1
"310","BG-1-22",2014,"3m1SPM+7mVS","2014-07-16","Alex MacPhail",1
"311","BG-1-22",2014,"3m1SPM+7mVS","2014-07-19","Michelle Knaggs",1
"312","BG-1-23",2014,"3m 1SPM","2014-07-07","Alex MacPhail",1
"313","BG-1-23",2014,"3m 1SPM","2014-07-16","Michelle Knaggs",1
"314","BG-1-23",2014,"3m 1SPM","2014-07-18","Michelle Knaggs",1
"315","BG-1-23",2014,"3m1SPM+7mVS","2014-07-02","Michelle Knaggs",1
"316","BG-1-23",2014,"3m1SPM+7mVS","2014-07-04","Michelle Knaggs",1
"317","BG-1-23",2014,"3m1SPM+7mVS","2014-07-07","Alex MacPhail",1
"318","BG-1-23",2014,"3m1SPM+7mVS","2014-07-16","Michelle Knaggs",1
"319","BG-1-23",2014,"3m1SPM+7mVS","2014-07-18","Michelle Knaggs",1
"320","BG-1-24",2014,"3m 1SPM","2014-06-04","Michelle Knaggs",1
"321","BG-1-24",2014,"3m 1SPM","2014-06-05","D Emkoad",1
"322","BG-1-24",2014,"3m 1SPM","2014-06-09","Michelle Knaggs",1
"323","BG-1-24",2014,"3m 1SPM","2014-06-18","S Shappas",1
"324","BG-1-24",2014,"3m1SPM+7mVS","2014-06-04","Michelle Knaggs",1
"325","BG-1-24",2014,"3m1SPM+7mVS","2014-06-09","Michelle Knaggs",1
"326","BG-1-25",2014,"3m 1SPM","2014-07-01","Michelle Knaggs",1
"327","BG-1-25",2014,"3m 1SPM","2014-07-03","Alex MacPhail",1
