"","SS","DecidR","Decid1","Decid2","Decid3","Decid4","Decid5","Decid6","Decid7","Decid8","Decid9","MixedwoodR","Mixedwood1","Mixedwood2","Mixedwood3","Mixedwood4","Mixedwood5","Mixedwood6","Mixedwood7","Mixedwood8","Mixedwood9","PineR","Pine1","Pine2","Pine3","Pine4","Pine5","Pine6","Pine7","Pine8","Pine9","SpruceR","Spruce1","Spruce2","Spruce3","Spruce4","Spruce5","Spruce6","Spruce7","Spruce8","Spruce9","TreedBogR","TreedBog1","TreedBog2","TreedBog3","TreedBog4","TreedBog5","TreedBog6","TreedBog7","TreedBog8","TreedBog9","TreedFenR","TreedFen1","TreedFen2","TreedFen3","TreedFen4","TreedFen5","TreedFen6","TreedFen7","TreedFen8","TreedFen9","TreedSwampR","TreedSwamp1","TreedSwamp2","TreedSwamp3","TreedSwamp4","TreedSwamp5","TreedSwamp6","TreedSwamp7","TreedSwamp8","TreedSwamp9","GrassHerb","Shrub","GraminoidFen","Marsh","ShrubbyBog","ShrubbyFen","ShrubbySwamp","Bare","SnowIce","Water","UrbanIndustrial","UrbanResidence","RuralResidentialIndustrial","IndustrialSiteRural","WindGenerationFacility","OtherDisturbedVegetation","MineSite","PeatMine","WellSite","Pipeline","TransmissionLine","SeismicLineNarrow","SeismicLineWide","RoadHardSurface","RailHardSurface","RoadTrailVegetated","RoadVegetatedVerge","RailVegetatedVerge","CultivationCrop","CultivationAbandoned","CultivationRoughPasture","CultivationTamePasture","HighDensityLivestockOperation","BorrowpitsDugoutsSumps","MunicipalWaterSewage","Reservoirs","Canals","CCDecidR","CCDecid1","CCDecid2","CCDecid3","CCDecid4","CCMixedwoodR","CCMixedwood1","CCMixedwood2","CCMixedwood3","CCMixedwood4","CCPineR","CCPine1","CCPine2","CCPine3","CCPine4","CCSpruceR","CCSpruce1","CCSpruce2","CCSpruce3","CCSpruce4"
"BG_4_98","BG_4_98",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20897.9655544685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158455.307584695,91566.4375377319,0,0,0,0,0,0,0,0,17350.80506671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44705.174693729,289.297957045623,0,19519.2578728065,6757.21196233238,0,0,458.600661377466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BG_4_99","BG_4_99",0,0,0,0,0,0,0,46307.7026453759,0,0,0,0,0,0,0,4016.96645341364,0,0,0,0,0,0,0,0,1830.38508776363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96829.4986017927,155281.980197601,0,0,0,0,0,0,0,0,33253.5634007719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6338.29907167826,0,0,15726.0837913525,415.461567540996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BG_5_1","BG_5_1",0,0,0,0,0,115958.267522304,0,0,0,0,0,0,0,0,3229.42947066328,0,0,0,0,0,0,0,0,0,0,36492.3613054398,0,0,0,0,0,0,0,0,0,31465.8125860933,21276.8793008376,0,0,0,0,0,0,0,0,1105.086452038,0,0,74111.3936495509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4418.63365720123,0,0,0,0,0,0,0,0,256.376153431787,0,0,0,43325.0493119204,0,0,0,0,0,0,0,2078.18659236771,773.212265718906,0,0,6433.44886791999,19075.908372625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BG_5_10","BG_5_10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58761.9869053809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50899.5638054685,165427.951212865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57695.4946410469,3049.78390762403,0,0,0,0,0,654.140696153684,0,0,0,0,0,0,0,0,10979.9284172963,0,0,6149.0292345196,6382.0881568377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BG_5_100","BG_5_100",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133934.525128198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17673.6201110113,2036.84944203657,0,0,0,0,0,0,0,0,0,190244.884792104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8925.65673604775,7184.49002634365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BG_5_11","BG_5_11",0,0,0,0,0,266643.422225525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15562.8958012847,5935.46906018522,23621.1338456208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.3585103078802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37598.3475521535,0,0,0,0,0,0,0,1431.18182604692,2053.14732312098,0,0,1743.72711960849,5350.26625647107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BG_5_12","BG_5_12",0,0,0,0,0,56774.1552699382,0,3454.67665210387,0,0,0,0,0,0,0,0,0,53189.7858216962,0,0,0,0,0,0,0,20199.8489732011,0,0,0,0,0,0,0,0,0,0,0,60987.1758902783,0,0,0,0,0,0,26367.0069159869,568.663252032146,0,0,18325.2843458365,0,0,0,0,0,2159.33949377299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56526.2353681231,0,0,0,0,14236.0303957638,3132.48779740478,0,605.791573485569,0,0,0,13073.3048511282,30400.1091738678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BG_5_13","BG_5_13",0,0,0,0,0,52113.4863097041,0,58836.1074417958,0,0,0,0,0,0,0,0,0,54816.4383182815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3474.05939854118,0,0,139458.838298616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1609.95044758483,0,0,0,0,15084.104998385,5980.44324662743,0,604.524580382433,4489.5844488619,0,0,5962.86708259228,17569.48162748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BG_5_14","BG_5_14",0,0,0,0,0,56812.8395002296,0,0,0,0,0,0,0,0,0,0,0,113571.076680392,0,0,0,0,0,0,0,24113.1178501662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89457.6713852578,0,0,0,11.6624156070717,0,0,0,0,0,0,2372.50726790012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57522.9273696913,0,0,0,0,9155.87598878623,0,0,2293.69848577575,4688.53465167527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BG_5_15","BG_5_15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35976.6141154047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72883.5138673705,0,0,0,0,0,0,0,0,0,0,180913.361404681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2153.54186700726,4371.81642924621,0,0,0,14338.8678369314,0,0,0,0,0,0,0,0,16490.4207868264,9654.28641503247,0,4123.33341276729,5747.05921571218,0,0,7338.75333003445,6008.45377655524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BG_5_16","BG_5_16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25841.6576317811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2908.18496024433,0,0,0,0,0,0,0,0,94770.40299932,93948.1847469748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2767.97094110926,2682.56522601255,6974.06452355153,0,0,71855.5685694375,0,0,0,0,0,0,0,0,16220.1817343397,6527.03315268662,0,3077.88217794266,0,0,0,8929.9592852495,23496.2271620951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BG_5_17","BG_5_17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18904.7926533131,82770.8006535326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70079.7851141791,0,0,0,0,0,0,0,0,159713.6430963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17713.9312603533,0,0,6288.97717804492,2233.55600780745,0,0,2294.44441522887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BG_5_18","BG_5_18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8197.00950353308,14417.074000817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.8538332770231,138915.172020407,0,0,0,0,0,0,0,0,825.845218047585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32071.0588923519,6325.18994947986,0,0,0,0,0,137283.456329701,0,0,0,0,0,0,0,0,17188.117444538,0,0,1990.94704066969,2687.21540369961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BG_5_19","BG_5_19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44795.0543828489,1331.80505702704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12404.8015373183,0,0,0,0,0,0,0,0,819.194848119919,6275.73512231275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106939.48944628,12611.9277235034,0,0,0,0,0,171118.683006972,0,0,0,0,0,0,0,0,0,0,0,3703.33943862229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BG_5_2","BG_5_2",0,0,0,0,0,10988.2820960421,0,171267.216363421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3840.71233148706,0,32393.0775589525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28930.9807509069,0,0,0,0,0,0,0,0,0,0,0,97156.5239254862,0,0,0,0,8014.00944862162,0,0,1801.84713499731,3176.62558390803,0,0,2430.72402212688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BG_5_20","BG_5_20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12798.3619921214,55047.8128640269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10941.799147815,0,0,0,0,0,0,0,0,0,67739.9003375548,14693.2123539459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100853.66027193,1851.35044486231,0,0,0,0,0,80635.1689746312,0,0,0,0,0,0,0,0,5621.14319792027,0,0,3704.30280879307,6113.14146916889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BG_5_21","BG_5_21",0,0,0,4405.83398928896,0,49129.9601159251,0,0,0,0,0,0,0,0,0,84553.2101702304,0,0,0,0,0,0,0,0,24736.7563413503,0,0,0,0,0,0,0,0,0,0,24903.2472973159,26725.9603628184,0,0,0,0,0,0,0,22571.2531814908,98240.6559585058,0,0,0,0,0,0,0,0,9957.65710836241,0,0,0,0,0,0,0,0,0,0,5716.60140250253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4100.63432455453,0,0,3985.40310839856,972.836273066265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BG_5_22","BG_5_22",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1267.50068048696,0,881.893900421003,0,0,0,0,0,0,0,70707.7657855763,0,0,0,0,0,0,0,0,0,0,0,1687.24558650028,0,0,0,0,0,3004.48728685094,24440.6706647879,106422.251925934,0,0,0,0,0,0,0,0,110548.821744819,0,0,4738.72030550159,0,0,0,0,0,0,7809.42775379106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13064.5192020445,0,0,11829.4124243373,3597.35897793329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BG_5_23","BG_5_23",0,0,0,0,0,804.515261639812,0,0,0,0,0,0,0,0,40031.4549131415,0,0,43397.8954968744,0,0,0,0,0,0,29551.226133911,13816.1706841693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4203.49979173062,0,138232.654701216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23224.5301446315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7582.45891901751,3709.38048397811,0,10009.4523542974,4084.49790584108,0,0,10290.3966445944,31061.8729461131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BG_5_24","BG_5_24",0,0,0,0,0,34210.2709565631,0,0,0,0,0,0,0,0,0,0,0,155526.469118156,0,0,0,0,0,0,0,3289.49226859706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14137.5532775722,690.284978112201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24752.0383078915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46853.1027461308,0,0,0,0,47228.8285047183,5998.01585015912,0,943.597866059328,1564.86923014795,0,0,7345.43888201881,17460.0402833021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BG_5_25","BG_5_25",0,0,0,0,0,22169.8329168711,0,0,0,0,0,0,0,0,0,0,0,4833.90078184985,0,0,0,0,0,0,0,125983.030961845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66452.0433978894,0,0,0,0,0,0,0,0,0,0,22141.6800027987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.467728432064495,0,0,0,0,0,0,0,0,0,10028.2802684001,0,0,0,0,44707.5825882131,16022.1819673087,0,7454.88634601411,2555.65661478951,0,0,13921.5528687269,23728.9514198092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BG_5_26","BG_5_26",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24946.1880940252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23367.5360519853,0,0,0,0,0,0,0,0,0,50131.9681096935,145217.756330273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72362.6271481245,6931.1610681726,0,7171.84230740514,1868.87904775648,0,0,10230.2080893087,17771.8527030536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BG_5_27","BG_5_27",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9469.81758234176,84249.6930129043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36603.0114754253,0,0,0,0,0,0,0,0,191736.202266241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22165.9641072158,0,0,11760.9843266348,3968.13250429782,0,0,46.2159607706676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BG_5_28","BG_5_28",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57037.8395973838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12874.5490783485,38768.029710783,0,0,0,0,0,0,0,0,175833.35535686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14880.3415171438,2062.67726773062,0,0,0,0,0,2966.5229248142,0,0,0,0,0,0,0,0,26800.8822547655,13043.6419791372,0,6972.73458259261,2228.37695821445,0,0,6531.09875664801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BG_5_29","BG_5_29",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101027.772628818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1132.44966598979,0,0,0,0,0,0,0,0,0,159014.005653348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16589.6647408305,6349.9982899493,0,0,0,0,0,58826.34135731,0,0,0,0,0,0,0,0,4873.32995195772,0,0,12186.462017558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BG_5_3","BG_5_3",0,0,0,0,0,11008.0355816028,0,121991.544801112,0,0,0,0,0,0,0,2959.29157531782,0,19705.161241334,0,0,0,0,0,0,0,128892.779852909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47417.5194581061,0,0,0,0,0,0,63.5257935564304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3462.85978748428,0,0,0,0,0,0,0,0,0,0,0,12.0841010717262,0,0,0,0,9324.44328936474,0,0,4673.29663682852,1673.11847774181,0,0,8816.24663614048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BG_5_30","BG_5_30",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8600.50000226617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45922.2457438274,0,0,0,0,0,0,0,0,0,186663.389141362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7801.49707419976,365.104731818834,0,0,0,0,0,88463.7686325661,0,0,0,291.492271255619,0,0,0,0,12163.4874967925,0,0,6211.81983011111,3516.5823978323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BG_5_31","BG_5_31",0,0,0,0,0,94210.7289730577,0,0,0,0,0,0,0,0,0,116.220151949811,0,0,0,0,0,0,0,0,0,10317.156748734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179745.677685082,38592.458542806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21067.9495279798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5200.72207610008,0,0,8536.07936976294,1358.07675877004,0,0,855.056982702857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BG_5_32","BG_5_32",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84635.1818365451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63528.5199795178,124687.765981291,0,0,0,0,0,0,0,0,0,28087.5860156158,0,0,24037.3583613129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2244.20998645345,4250.81265846184,0,0,0,0,0,0,0,0,0,0,0,8756.19795610098,0,0,16565.1912090602,3207.17668667416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BG_5_33","BG_5_33",0,0,0,0,0,52442.5200741438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78005.7240036359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48712.8540966924,57569.1035862423,43484.4782408956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5705.14320919022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111.355722967265,0,0,0,28265.8660410761,0,0,0,0,8027.58829605287,0,0,9005.49311251779,4768.65189821444,0,0,6015.30586920892,17885.8969734461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BG_5_34","BG_5_34",0,0,0,0,0,148922.178162436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82688.0796321376,27001.988391159,5876.7981410651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25020.1982901648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112.698549807221,0,0,0,20929.4593300417,0,0,0,0,12257.1386043597,3877.02702524454,0,3108.08764142,3453.01441197668,0,0,6981.99880508019,19771.3385122777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BG_5_35","BG_5_35",0,0,0,0,0,58997.3170875865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22810.2959361057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31879.1394272972,0,656.04194733026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.484519856623872,1020.50673702987,0,0,0,0,0,0,0,0,0,184774.804214226,0,0,0,0,14950.8795287594,12369.3390565564,0,4157.16401931878,937.359951776562,0,0,9664.2857940628,17782.4567739407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BG_5_36","BG_5_36",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21063.7581902383,40938.634509491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17427.4434682627,61031.0173942614,0,8196.22861654829,0,0,0,0,0,0,0,2656.30901315284,114804.018595274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11656.4523940378,0,0,0,0,58343.1281850804,14299.149983237,0,6659.87075353536,2923.94810638592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BG_5_37","BG_5_37",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106269.556420724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53378.9404145146,0,62889.9807612231,0,0,0,0,0,0,0,47967.3470141969,53461.4844767736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16358.2770335379,0,0,16802.5140174312,2247.79573722319,0,0,624.183602561706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BG_5_38","BG_5_38",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13799.8441086001,46412.0232949359,0,0,0,0,0,0,0,245501.61948147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23304.5442857886,13539.8941878964,0,8520.25067426797,1715.09854250465,0,0,7206.77699603622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BG_5_39","BG_5_39",0,0,0,0,107073.928933835,9.50711278687468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140249.940424903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84982.0787842601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12522.6893572785,0,0,15161.9065543802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BG_5_4","BG_5_4",0,0,0,0,0,12425.0106417629,0,0,0,0,0,0,0,0,0,0,0,40814.5403742009,0,0,0,0,0,0,0,174422.763768809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74722.6901669918,0,0,0,9958.56345335128,0,0,0,0,0,0,2446.73828624427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16709.984418204,0,0,0,100.693225765421,0,0,0,0,20174.8463431041,0,0,351.515162454875,5249.29689895897,0,0,2623.41864087891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BG_5_40","BG_5_40",0,0,0,0,67.238402013245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29719.0193529774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14332.6408589876,0,0,0,0,0,0,0,0,0,236654.062412675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8004.23629780671,0,0,0,0,53532.9759385756,3971.52364854669,0,8303.68707963404,2902.57651934684,0,0,2512.03837518096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BG_5_41","BG_5_41",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,805.669845990182,125166.303240991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193471.764590923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19630.174484664,3776.49166779752,0,0,371.872299318608,0,0,0,0,0,0,0,0,5707.54451545326,0,0,8402.88563442796,2667.35652337778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
